screen,src_file,src_line,function,add_func,symbol,args,guards,rt_seen,rt_hit_count,rt_type,rt_x1,rt_y1,rt_x2,rt_y2,rt_click_cx,rt_click_cy,rt_hotkey,rt_hotkey_name,rt_help,rt_origin
Surveyor_Screen_Add_Fields,MoM/src/Surveyor.c,381,Surveyor_Screen_Add_Fields,Add_Grid_Field,_main_map_grid_field,"MAP_SCREEN_X, MAP_SCREEN_Y, SQUARE_WIDTH, SQUARE_HEIGHT, MAP_WIDTH, MAP_HEIGHT, &_main_map_grid_x, &_main_map_grid_y, ST_UNDEFINED",,0,0,,,,,,,,,,,
Surveyor_Screen_Add_Fields,MoM/src/Surveyor.c,390,Surveyor_Screen_Add_Fields,Add_Grid_Field,_minimap_grid_field,"REDUCED_MAP_SCREEN_X, REDUCED_MAP_SCREEN_Y, REDUCED_MAP_SQUARE_WIDTH, REDUCED_MAP_SQUARE_HEIGHT, REDUCED_MAP_WIDTH, REDUCED_MAP_HEIGHT, &_minimap_grid_x, &_minimap_grid_y, ST_UNDEFINED",,0,0,,,,,,,,,,,
Surveyor_Screen_Add_Fields,MoM/src/Surveyor.c,393,Surveyor_Screen_Add_Fields,Add_Button_Field,main_cancel_button_field,"263, 181, str_empty_string__094, cast_cancel_button, str_hotkey_C__ovr094[0], ST_UNDEFINED",,0,0,,,,,,,,,,,
