screen,src_file,src_line,function,add_func,symbol,args,guards,rt_seen,rt_hit_count,rt_type,rt_x1,rt_y1,rt_x2,rt_y2,rt_click_cx,rt_click_cy,rt_hotkey,rt_hotkey_name,rt_help,rt_origin
Enemy_City_Screen,MoM/src/City_ovr55.c,244,Enemy_City_Screen,Add_Hidden_Field,m_troop_fields[itr_troops],"x1, y1, (x1 + 19), (y1 + 18), str_empty_string__ovr055[0], ST_UNDEFINED",,0,0,,,,,,,,,,,
Enemy_City_Screen,MoM/src/City_ovr55.c,247,Enemy_City_Screen,Add_Hidden_Field,full_screen_ESC_field,"SCREEN_XMIN, SCREEN_YMIN, SCREEN_XMAX, SCREEN_YMAX, str_hotkey_ESC__ovr055[0], ST_UNDEFINED",,0,0,,,,,,,,,,,
Enemy_City_Screen,MoM/src/City_ovr55.c,249,Enemy_City_Screen,Add_Hot_Key,hotkey_X,str_hotkey_X__ovr055[0],,0,0,,,,,,,,,,,
