screen,src_file,src_line,function,add_func,symbol,args,guards,rt_seen,rt_hit_count,rt_type,rt_x1,rt_y1,rt_x2,rt_y2,rt_click_cx,rt_click_cy,rt_hotkey,rt_hotkey_name,rt_help,rt_origin
Alchemy_Popup_Add_Fields,MoM/src/MagicScr.c,1840,Alchemy_Popup_Add_Fields,Add_Scroll_Field,,"(m_alchemy_popup_start_x + 50), (m_alchemy_popup_start_y + 25), 0, 55, 3, 53, 55, 7, &m_alchemy_arrowbar_pos, cnst_HOTKEY_A_2[0], ST_UNDEFINED",,0,0,,,,,,,,,,,
Alchemy_Popup_Add_Fields,MoM/src/MagicScr.c,1842,Alchemy_Popup_Add_Fields,Add_Button_Field,m_alchemy_cancel_button_field,"(m_alchemy_popup_start_x + 13), (m_alchemy_popup_start_y + 39), str_empty_string__ovr073, m_alchemy_cancel_button_seg, cnst_HOTKEY_C_5, ST_UNDEFINED",,0,0,,,,,,,,,,,
Alchemy_Popup_Add_Fields,MoM/src/MagicScr.c,1844,Alchemy_Popup_Add_Fields,Add_Button_Field,m_alchemy_ok_button_field,"(m_alchemy_popup_start_x + 96), (m_alchemy_popup_start_y + 39), str_empty_string__ovr073, m_alchemy_ok_button_seg, cnst_HOTKEY_O_7, ST_UNDEFINED",,0,0,,,,,,,,,,,
Alchemy_Popup_Add_Fields,MoM/src/MagicScr.c,1848,Alchemy_Popup_Add_Fields,Add_Button_Field,m_alchemy_arrow_button_field,"(m_alchemy_popup_start_x + 66), (m_alchemy_popup_start_y + 39), str_empty_string__ovr073, m_alchemy_left_arrow_button_seg, cnst_HOTKEY_SPACE[0], ST_UNDEFINED",,0,0,,,,,,,,,,,
Alchemy_Popup_Add_Fields,MoM/src/MagicScr.c,1852,Alchemy_Popup_Add_Fields,Add_Button_Field,m_alchemy_arrow_button_field,"(m_alchemy_popup_start_x + 66), (m_alchemy_popup_start_y + 39), str_empty_string__ovr073, m_alchemy_right_arrow_button_seg, cnst_HOTKEY_SPACE[0], ST_UNDEFINED",,0,0,,,,,,,,,,,
Alchemy_Popup_Add_Fields,MoM/src/MagicScr.c,1856,Alchemy_Popup_Add_Fields,Add_Hidden_Field,m_alchemy_popup_window_field,"m_alchemy_popup_start_x, m_alchemy_popup_start_y, (m_alchemy_popup_start_x + 157), (m_alchemy_popup_start_y + 65), str_empty_string__ovr073[0], ST_UNDEFINED",,0,0,,,,,,,,,,,
Alchemy_Popup_Add_Fields,MoM/src/MagicScr.c,1859,Alchemy_Popup_Add_Fields,Add_Hidden_Field,m_alchemy_popup_exit_field,"0, 0, SCREEN_XMAX, SCREEN_YMAX, str_empty_string__ovr073[0], ST_UNDEFINED",,0,0,,,,,,,,,,,
